,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,category
445,Argentina,Maize,2005,73587,591,65437.73,17.32,Low
446,Argentina,Maize,2005,73587,591,65437.73,17.83,Low
447,Argentina,Maize,2006,59030,591,65872.12,18.1,Low
448,Argentina,Maize,2006,59030,591,65872.12,18.35,Low
449,Argentina,Maize,2007,76655,591,81582.64,16.71,Low
450,Argentina,Maize,2007,76655,591,81582.64,17.14,Low
451,Argentina,Maize,2008,64525,591,87149.01,17.71,Low
452,Argentina,Maize,2008,64525,591,87149.01,18.39,Low
453,Argentina,Maize,2009,55760,591,61586.56,18.16,Low
454,Argentina,Maize,2009,55760,591,61586.56,18.09,Low
455,Argentina,Maize,2010,78040,591,105915.04,17.33,Low
456,Argentina,Maize,2010,78040,591,105915.04,17.84,Low
457,Argentina,Maize,2011,63503,591,100424.62,17.58,Low
458,Argentina,Maize,2011,63503,591,100424.62,17.93,Low
459,Argentina,Maize,2012,57346,591,136185.08,18.18,Low
460,Argentina,Maize,2012,57346,591,136185.08,18.43,Low
461,Argentina,Maize,2013,66037,591,171945.54,16.45,Low
462,Argentina,Maize,2013,66037,591,171945.54,16.88,Low
463,Argentina,Potatoes,1990,202747,591,26156,17.46,Medium
464,Argentina,Potatoes,1990,202747,591,26156,17.67,Medium
465,Argentina,Potatoes,1991,205692,591,26156,17.64,Medium
466,Argentina,Potatoes,1991,205692,591,26156,17.86,Medium
467,Argentina,Potatoes,1992,199039,591,26156,17.09,Medium
468,Argentina,Potatoes,1992,199039,591,26156,17.51,Medium
469,Argentina,Potatoes,1993,210314,591,26156,17.32,Medium
470,Argentina,Potatoes,1993,210314,591,26156,17.53,Medium
471,Argentina,Potatoes,1994,230166,591,30195,18.17,Medium
472,Argentina,Potatoes,1994,230166,591,30195,18.31,Medium
473,Argentina,Potatoes,1995,274272,591,37842,17.74,Medium
474,Argentina,Potatoes,1995,274272,591,37842,17.62,Medium
475,Argentina,Potatoes,1996,228877,591,54595,17.64,Medium
476,Argentina,Potatoes,1996,228877,591,54595,17.97,Medium
477,Argentina,Potatoes,1997,268502,591,77691,18.29,Medium
478,Argentina,Potatoes,1997,268502,591,77691,18.54,Medium
479,Argentina,Potatoes,1998,293744,591,62397,17.23,Medium
480,Argentina,Potatoes,1998,293744,591,62397,17.52,Medium
481,Argentina,Potatoes,1999,238938,591,62831.39,17.15,Medium
482,Argentina,Potatoes,1999,238938,591,62831.39,17.71,Medium
483,Argentina,Potatoes,2000,277566,591,63265.78,16.98,Medium
484,Argentina,Potatoes,2000,277566,591,63265.78,17.66,Medium
485,Argentina,Potatoes,2001,283768,591,63700.17,17.71,Medium
486,Argentina,Potatoes,2001,283768,591,63700.17,18.42,Medium
487,Argentina,Potatoes,2002,251347,591,64134.56,17.58,Medium
488,Argentina,Potatoes,2002,251347,591,64134.56,18.07,Medium
489,Argentina,Potatoes,2004,288717,591,65003.34,17.67,Medium
490,Argentina,Potatoes,2004,288717,591,65003.34,18.11,Medium
491,Argentina,Potatoes,2005,283917,591,65437.73,17.32,Medium
492,Argentina,Potatoes,2005,283917,591,65437.73,17.83,Medium
493,Argentina,Potatoes,2006,285828,591,65872.12,18.1,Medium
494,Argentina,Potatoes,2006,285828,591,65872.12,18.35,Medium
495,Argentina,Potatoes,2007,286765,591,81582.64,16.71,Medium
496,Argentina,Potatoes,2007,286765,591,81582.64,17.14,Medium
497,Argentina,Potatoes,2008,279412,591,87149.01,17.71,Medium
498,Argentina,Potatoes,2008,279412,591,87149.01,18.39,Medium
499,Argentina,Potatoes,2009,284439,591,61586.56,18.16,Medium
500,Argentina,Potatoes,2009,284439,591,61586.56,18.09,Medium
501,Argentina,Potatoes,2010,289849,591,105915.04,17.33,Medium
502,Argentina,Potatoes,2010,289849,591,105915.04,17.84,Medium
503,Argentina,Potatoes,2011,286657,591,100424.62,17.58,Medium
504,Argentina,Potatoes,2011,286657,591,100424.62,17.93,Medium
505,Argentina,Potatoes,2012,287821,591,136185.08,18.18,Medium
506,Argentina,Potatoes,2012,287821,591,136185.08,18.43,Medium
507,Argentina,Potatoes,2013,288984,591,171945.54,16.45,Medium
508,Argentina,Potatoes,2013,288984,591,171945.54,16.88,Medium
509,Argentina,"Rice, paddy",1990,36709,591,26156,17.46,Low
510,Argentina,"Rice, paddy",1990,36709,591,26156,17.67,Low
511,Argentina,"Rice, paddy",1991,40294,591,26156,17.64,Low
512,Argentina,"Rice, paddy",1991,40294,591,26156,17.86,Low
513,Argentina,"Rice, paddy",1992,52075,591,26156,17.09,Low
514,Argentina,"Rice, paddy",1992,52075,591,26156,17.51,Low
515,Argentina,"Rice, paddy",1993,43559,591,26156,17.32,Low
516,Argentina,"Rice, paddy",1993,43559,591,26156,17.53,Low
517,Argentina,"Rice, paddy",1994,42989,591,30195,18.17,Low
518,Argentina,"Rice, paddy",1994,42989,591,30195,18.31,Low
519,Argentina,"Rice, paddy",1995,50306,591,37842,17.74,Low
520,Argentina,"Rice, paddy",1995,50306,591,37842,17.62,Low
521,Argentina,"Rice, paddy",1996,51031,591,54595,17.64,Low
522,Argentina,"Rice, paddy",1996,51031,591,54595,17.97,Low
523,Argentina,"Rice, paddy",1997,53703,591,77691,18.29,Low
524,Argentina,"Rice, paddy",1997,53703,591,77691,18.54,Low
525,Argentina,"Rice, paddy",1998,47762,591,62397,17.23,Low
526,Argentina,"Rice, paddy",1998,47762,591,62397,17.52,Low
527,Argentina,"Rice, paddy",1999,57337,591,62831.39,17.15,Low
528,Argentina,"Rice, paddy",1999,57337,591,62831.39,17.71,Low
529,Argentina,"Rice, paddy",2000,47798,591,63265.78,16.98,Low
530,Argentina,"Rice, paddy",2000,47798,591,63265.78,17.66,Low
531,Argentina,"Rice, paddy",2001,57495,591,63700.17,17.71,Low
532,Argentina,"Rice, paddy",2001,57495,591,63700.17,18.42,Low
533,Argentina,"Rice, paddy",2002,57197,591,64134.56,17.58,Low
534,Argentina,"Rice, paddy",2002,57197,591,64134.56,18.07,Low
535,Argentina,"Rice, paddy",2004,62661,591,65003.34,17.67,Low
536,Argentina,"Rice, paddy",2004,62661,591,65003.34,18.11,Low
537,Argentina,"Rice, paddy",2005,60165,591,65437.73,17.32,Low
538,Argentina,"Rice, paddy",2005,60165,591,65437.73,17.83,Low
539,Argentina,"Rice, paddy",2006,70610,591,65872.12,18.1,Low
540,Argentina,"Rice, paddy",2006,70610,591,65872.12,18.35,Low
541,Argentina,"Rice, paddy",2007,65604,591,81582.64,16.71,Low
542,Argentina,"Rice, paddy",2007,65604,591,81582.64,17.14,Low
543,Argentina,"Rice, paddy",2008,68278,591,87149.01,17.71,Low
544,Argentina,"Rice, paddy",2008,68278,591,87149.01,18.39,Low
545,Argentina,"Rice, paddy",2009,68842,591,61586.56,18.16,Low
546,Argentina,"Rice, paddy",2009,68842,591,61586.56,18.09,Low
547,Argentina,"Rice, paddy",2010,57646,591,105915.04,17.33,Low
548,Argentina,"Rice, paddy",2010,57646,591,105915.04,17.84,Low
549,Argentina,"Rice, paddy",2011,67901,591,100424.62,17.58,Low
550,Argentina,"Rice, paddy",2011,67901,591,100424.62,17.93,Low
551,Argentina,"Rice, paddy",2012,66617,591,136185.08,18.18,Low
552,Argentina,"Rice, paddy",2012,66617,591,136185.08,18.43,Low
553,Argentina,"Rice, paddy",2013,67187,591,171945.54,16.45,Low
554,Argentina,"Rice, paddy",2013,67187,591,171945.54,16.88,Low
555,Argentina,Sorghum,1990,28116,591,26156,17.46,Low
556,Argentina,Sorghum,1990,28116,591,26156,17.67,Low
557,Argentina,Sorghum,1991,33320,591,26156,17.64,Low
558,Argentina,Sorghum,1991,33320,591,26156,17.86,Low
559,Argentina,Sorghum,1992,36217,591,26156,17.09,Low
560,Argentina,Sorghum,1992,36217,591,26156,17.51,Low
561,Argentina,Sorghum,1993,39529,591,26156,17.32,Low
562,Argentina,Sorghum,1993,39529,591,26156,17.53,Low
563,Argentina,Sorghum,1994,35065,591,30195,18.17,Low
564,Argentina,Sorghum,1994,35065,591,30195,18.31,Low
565,Argentina,Sorghum,1995,34588,591,37842,17.74,Low
566,Argentina,Sorghum,1995,34588,591,37842,17.62,Low
567,Argentina,Sorghum,1996,38763,591,54595,17.64,Low
568,Argentina,Sorghum,1996,38763,591,54595,17.97,Low
569,Argentina,Sorghum,1997,36845,591,77691,18.29,Low
570,Argentina,Sorghum,1997,36845,591,77691,18.54,Low
571,Argentina,Sorghum,1998,48105,591,62397,17.23,Low
572,Argentina,Sorghum,1998,48105,591,62397,17.52,Low
573,Argentina,Sorghum,1999,43845,591,62831.39,17.15,Low
574,Argentina,Sorghum,1999,43845,591,62831.39,17.71,Low
575,Argentina,Sorghum,2000,46477,591,63265.78,16.98,Low
576,Argentina,Sorghum,2000,46477,591,63265.78,17.66,Low
577,Argentina,Sorghum,2001,47429,591,63700.17,17.71,Low
578,Argentina,Sorghum,2001,47429,591,63700.17,18.42,Low
579,Argentina,Sorghum,2002,52691,591,64134.56,17.58,Low
580,Argentina,Sorghum,2002,52691,591,64134.56,18.07,Low
581,Argentina,Sorghum,2004,45531,591,65003.34,17.67,Low
582,Argentina,Sorghum,2004,45531,591,65003.34,18.11,Low
583,Argentina,Sorghum,2005,51872,591,65437.73,17.32,Low
584,Argentina,Sorghum,2005,51872,591,65437.73,17.83,Low
585,Argentina,Sorghum,2006,46778,591,65872.12,18.1,Low
586,Argentina,Sorghum,2006,46778,591,65872.12,18.35,Low
587,Argentina,Sorghum,2007,47021,591,81582.64,16.71,Low
588,Argentina,Sorghum,2007,47021,591,81582.64,17.14,Low
589,Argentina,Sorghum,2008,47474,591,87149.01,17.71,Low
590,Argentina,Sorghum,2008,47474,591,87149.01,18.39,Low
591,Argentina,Sorghum,2009,38752,591,61586.56,18.16,Low
592,Argentina,Sorghum,2009,38752,591,61586.56,18.09,Low
593,Argentina,Sorghum,2010,48163,591,105915.04,17.33,Low
594,Argentina,Sorghum,2010,48163,591,105915.04,17.84,Low
595,Argentina,Sorghum,2011,44029,591,100424.62,17.58,Low
596,Argentina,Sorghum,2011,44029,591,100424.62,17.93,Low
597,Argentina,Sorghum,2012,46534,591,136185.08,18.18,Low
598,Argentina,Sorghum,2012,46534,591,136185.08,18.43,Low
599,Argentina,Sorghum,2013,40852,591,171945.54,16.45,Low
600,Argentina,Sorghum,2013,40852,591,171945.54,16.88,Low
601,Argentina,Soybeans,1990,21566,591,26156,17.46,Low
602,Argentina,Soybeans,1990,21566,591,26156,17.67,Low
603,Argentina,Soybeans,1991,22750,591,26156,17.64,Low
604,Argentina,Soybeans,1991,22750,591,26156,17.86,Low
605,Argentina,Soybeans,1992,22915,591,26156,17.09,Low
606,Argentina,Soybeans,1992,22915,591,26156,17.51,Low
607,Argentina,Soybeans,1993,21589,591,26156,17.32,Low
608,Argentina,Soybeans,1993,21589,591,26156,17.53,Low
609,Argentina,Soybeans,1994,20386,591,30195,18.17,Low
610,Argentina,Soybeans,1994,20386,591,30195,18.31,Low
611,Argentina,Soybeans,1995,20446,591,37842,17.74,Low
612,Argentina,Soybeans,1995,20446,591,37842,17.62,Low
613,Argentina,Soybeans,1996,21051,591,54595,17.64,Low
614,Argentina,Soybeans,1996,21051,591,54595,17.97,Low
615,Argentina,Soybeans,1997,17212,591,77691,18.29,Low
616,Argentina,Soybeans,1997,17212,591,77691,18.54,Low
617,Argentina,Soybeans,1998,26937,591,62397,17.23,Low
618,Argentina,Soybeans,1998,26937,591,62397,17.52,Low
619,Argentina,Soybeans,1999,24450,591,62831.39,17.15,Low
620,Argentina,Soybeans,1999,24450,591,62831.39,17.71,Low
621,Argentina,Soybeans,2000,23312,591,63265.78,16.98,Low
622,Argentina,Soybeans,2000,23312,591,63265.78,17.66,Low
623,Argentina,Soybeans,2001,25846,591,63700.17,17.71,Low
624,Argentina,Soybeans,2001,25846,591,63700.17,18.42,Low
625,Argentina,Soybeans,2002,26304,591,64134.56,17.58,Low
626,Argentina,Soybeans,2002,26304,591,64134.56,18.07,Low
627,Argentina,Soybeans,2004,22075,591,65003.34,17.67,Low
628,Argentina,Soybeans,2004,22075,591,65003.34,18.11,Low
629,Argentina,Soybeans,2005,27287,591,65437.73,17.32,Low
630,Argentina,Soybeans,2005,27287,591,65437.73,17.83,Low
631,Argentina,Soybeans,2006,26793,591,65872.12,18.1,Low
632,Argentina,Soybeans,2006,26793,591,65872.12,18.35,Low
633,Argentina,Soybeans,2007,29712,591,81582.64,16.71,Low
634,Argentina,Soybeans,2007,29712,591,81582.64,17.14,Low
635,Argentina,Soybeans,2008,28216,591,87149.01,17.71,Low
636,Argentina,Soybeans,2008,28216,591,87149.01,18.39,Low
637,Argentina,Soybeans,2009,18480,591,61586.56,18.16,Low
638,Argentina,Soybeans,2009,18480,591,61586.56,18.09,Low
639,Argentina,Soybeans,2010,29053,591,105915.04,17.33,Low
640,Argentina,Soybeans,2010,29053,591,105915.04,17.84,Low
641,Argentina,Soybeans,2011,26053,591,100424.62,17.58,Low
642,Argentina,Soybeans,2011,26053,591,100424.62,17.93,Low
643,Argentina,Soybeans,2012,22814,591,136185.08,18.18,Low
644,Argentina,Soybeans,2012,22814,591,136185.08,18.43,Low
645,Argentina,Soybeans,2013,25391,591,171945.54,16.45,Low
646,Argentina,Soybeans,2013,25391,591,171945.54,16.88,Low
647,Argentina,Sweet potatoes,1990,131864,591,26156,17.46,Low
648,Argentina,Sweet potatoes,1990,131864,591,26156,17.67,Low
649,Argentina,Sweet potatoes,1991,131364,591,26156,17.64,Low
650,Argentina,Sweet potatoes,1991,131364,591,26156,17.86,Low
651,Argentina,Sweet potatoes,1992,127273,591,26156,17.09,Low
652,Argentina,Sweet potatoes,1992,127273,591,26156,17.51,Low
653,Argentina,Sweet potatoes,1993,122955,591,26156,17.32,Low
654,Argentina,Sweet potatoes,1993,122955,591,26156,17.53,Low
655,Argentina,Sweet potatoes,1994,176667,591,30195,18.17,Medium
656,Argentina,Sweet potatoes,1994,176667,591,30195,18.31,Medium
657,Argentina,Sweet potatoes,1995,168000,591,37842,17.74,Medium
658,Argentina,Sweet potatoes,1995,168000,591,37842,17.62,Medium
659,Argentina,Sweet potatoes,1996,170000,591,54595,17.64,Medium
660,Argentina,Sweet potatoes,1996,170000,591,54595,17.97,Medium
661,Argentina,Sweet potatoes,1997,145662,591,77691,18.29,Low
662,Argentina,Sweet potatoes,1997,145662,591,77691,18.54,Low
663,Argentina,Sweet potatoes,1998,175055,591,62397,17.23,Medium
664,Argentina,Sweet potatoes,1998,175055,591,62397,17.52,Medium
665,Argentina,Sweet potatoes,1999,143991,591,62831.39,17.15,Low
666,Argentina,Sweet potatoes,1999,143991,591,62831.39,17.71,Low
667,Argentina,Sweet potatoes,2000,151462,591,63265.78,16.98,Low
668,Argentina,Sweet potatoes,2000,151462,591,63265.78,17.66,Low
669,Argentina,Sweet potatoes,2001,155212,591,63700.17,17.71,Low
670,Argentina,Sweet potatoes,2001,155212,591,63700.17,18.42,Low
671,Argentina,Sweet potatoes,2002,155890,591,64134.56,17.58,Low
672,Argentina,Sweet potatoes,2002,155890,591,64134.56,18.07,Low
673,Argentina,Sweet potatoes,2004,154867,591,65003.34,17.67,Low
674,Argentina,Sweet potatoes,2004,154867,591,65003.34,18.11,Low
675,Argentina,Sweet potatoes,2005,154472,591,65437.73,17.32,Low
676,Argentina,Sweet potatoes,2005,154472,591,65437.73,17.83,Low
677,Argentina,Sweet potatoes,2006,143478,591,65872.12,18.1,Low
678,Argentina,Sweet potatoes,2006,143478,591,65872.12,18.35,Low
679,Argentina,Sweet potatoes,2007,141667,591,81582.64,16.71,Low
680,Argentina,Sweet potatoes,2007,141667,591,81582.64,17.14,Low
681,Argentina,Sweet potatoes,2008,145105,591,87149.01,17.71,Low
682,Argentina,Sweet potatoes,2008,145105,591,87149.01,18.39,Low
683,Argentina,Sweet potatoes,2009,151208,591,61586.56,18.16,Low
684,Argentina,Sweet potatoes,2009,151208,591,61586.56,18.09,Low
685,Argentina,Sweet potatoes,2010,149382,591,105915.04,17.33,Low
686,Argentina,Sweet potatoes,2010,149382,591,105915.04,17.84,Low
687,Argentina,Sweet potatoes,2011,148754,591,100424.62,17.58,Low
688,Argentina,Sweet potatoes,2011,148754,591,100424.62,17.93,Low
689,Argentina,Sweet potatoes,2012,148126,591,136185.08,18.18,Low
690,Argentina,Sweet potatoes,2012,148126,591,136185.08,18.43,Low
691,Argentina,Sweet potatoes,2013,147498,591,171945.54,16.45,Low
692,Argentina,Sweet potatoes,2013,147498,591,171945.54,16.88,Low
693,Argentina,Wheat,1990,18947,591,26156,17.46,Low
694,Argentina,Wheat,1990,18947,591,26156,17.67,Low
695,Argentina,Wheat,1991,18972,591,26156,17.64,Low
696,Argentina,Wheat,1991,18972,591,26156,17.86,Low
697,Argentina,Wheat,1992,21809,591,26156,17.09,Low
698,Argentina,Wheat,1992,21809,591,26156,17.51,Low
699,Argentina,Wheat,1993,23272,591,26156,17.32,Low
700,Argentina,Wheat,1993,23272,591,26156,17.53,Low
701,Argentina,Wheat,1994,20237,591,30195,18.17,Low
702,Argentina,Wheat,1994,20237,591,30195,18.31,Low
703,Argentina,Wheat,1995,21675,591,37842,17.74,Low
704,Argentina,Wheat,1995,21675,591,37842,17.62,Low
705,Argentina,Wheat,1996,19344,591,54595,17.64,Low
706,Argentina,Wheat,1996,19344,591,54595,17.97,Low
707,Argentina,Wheat,1997,22426,591,77691,18.29,Low
708,Argentina,Wheat,1997,22426,591,77691,18.54,Low
709,Argentina,Wheat,1998,26088,591,62397,17.23,Low
710,Argentina,Wheat,1998,26088,591,62397,17.52,Low
711,Argentina,Wheat,1999,23028,591,62831.39,17.15,Low
712,Argentina,Wheat,1999,23028,591,62831.39,17.71,Low
713,Argentina,Wheat,2000,24873,591,63265.78,16.98,Low
714,Argentina,Wheat,2000,24873,591,63265.78,17.66,Low
715,Argentina,Wheat,2001,24934,591,63700.17,17.71,Low
716,Argentina,Wheat,2001,24934,591,63700.17,18.42,Low
717,Argentina,Wheat,2002,22398,591,64134.56,17.58,Low
718,Argentina,Wheat,2002,22398,591,64134.56,18.07,Low
719,Argentina,Wheat,2004,25441,591,65003.34,17.67,Low
720,Argentina,Wheat,2004,25441,591,65003.34,18.11,Low
721,Argentina,Wheat,2005,26356,591,65437.73,17.32,Low
722,Argentina,Wheat,2005,26356,591,65437.73,17.83,Low
723,Argentina,Wheat,2006,25302,591,65872.12,18.1,Low
724,Argentina,Wheat,2006,25302,591,65872.12,18.35,Low
725,Argentina,Wheat,2007,26234,591,81582.64,16.71,Low
726,Argentina,Wheat,2007,26234,591,81582.64,17.14,Low
727,Argentina,Wheat,2008,28271,591,87149.01,17.71,Low
728,Argentina,Wheat,2008,28271,591,87149.01,18.39,Low
729,Argentina,Wheat,2009,19628,591,61586.56,18.16,Low
730,Argentina,Wheat,2009,19628,591,61586.56,18.09,Low
731,Argentina,Wheat,2010,27113,591,105915.04,17.33,Low
732,Argentina,Wheat,2010,27113,591,105915.04,17.84,Low
733,Argentina,Wheat,2011,35063,591,100424.62,17.58,Low
734,Argentina,Wheat,2011,35063,591,100424.62,17.93,Low
735,Argentina,Wheat,2012,32199,591,136185.08,18.18,Low
736,Argentina,Wheat,2012,32199,591,136185.08,18.43,Low
737,Argentina,Wheat,2013,26581,591,171945.54,16.45,Low
738,Argentina,Wheat,2013,26581,591,171945.54,16.88,Low
739,Armenia,Maize,1992,32344,562,8,7.44,Low
740,Armenia,Maize,1993,32261,562,8,7.69,Low
741,Armenia,Maize,1994,32667,562,23,8.84,Low
742,Armenia,Maize,1995,18261,562,23.9,9.76,Low
743,Armenia,Maize,1996,22239,562,32,9.55,Low
744,Armenia,Maize,1997,45548,562,41.46,9.1,Low
745,Armenia,Maize,1998,26082,562,50.92,10.28,Low
746,Armenia,Maize,1999,40303,562,60.38,10.11,Low
747,Armenia,Maize,2000,23178,562,69.85,9.68,Low
748,Armenia,Maize,2001,37913,562,79.31,10.18,Low
749,Armenia,Maize,2002,37380,562,88.77,9.41,Low
750,Armenia,Maize,2004,61791,562,204.77,9.55,Low
751,Armenia,Maize,2005,44692,562,220.51,9.58,Low
752,Armenia,Maize,2006,33271,562,227.55,9.89,Low
753,Armenia,Maize,2007,53262,562,241.71,9.44,Low
754,Armenia,Maize,2008,53424,562,218.2,9.51,Low
755,Armenia,Maize,2009,57763,562,198.36,9.67,Low
756,Armenia,Maize,2010,46724,562,278.72,11.31,Low
757,Armenia,Maize,2011,54257,562,278.72,8.93,Low
758,Armenia,Maize,2012,62215,562,278.72,10.2,Low
759,Armenia,Maize,2013,67114,562,278.72,11.08,Low
760,Armenia,Potatoes,1992,111301,562,8,7.44,Low
761,Armenia,Potatoes,1993,134416,562,8,7.69,Low
762,Armenia,Potatoes,1994,131195,562,23,8.84,Low
763,Armenia,Potatoes,1995,131196,562,23.9,9.76,Low
764,Armenia,Potatoes,1996,129626,562,32,9.55,Low
765,Armenia,Potatoes,1997,109362,562,41.46,9.1,Low
766,Armenia,Potatoes,1998,134409,562,50.92,10.28,Low
767,Armenia,Potatoes,1999,130618,562,60.38,10.11,Low
768,Armenia,Potatoes,2000,87349,562,69.85,9.68,Low
769,Armenia,Potatoes,2001,114619,562,79.31,10.18,Low
770,Armenia,Potatoes,2002,122814,562,88.77,9.41,Low
771,Armenia,Potatoes,2004,161509,562,204.77,9.55,Low
772,Armenia,Potatoes,2005,164459,562,220.51,9.58,Low
773,Armenia,Potatoes,2006,163418,562,227.55,9.89,Low
774,Armenia,Potatoes,2007,184719,562,241.71,9.44,Medium
775,Armenia,Potatoes,2008,189096,562,218.2,9.51,Medium
776,Armenia,Potatoes,2009,185496,562,198.36,9.67,Medium
777,Armenia,Potatoes,2010,170146,562,278.72,11.31,Medium
778,Armenia,Potatoes,2011,194426,562,278.72,8.93,Medium
779,Armenia,Potatoes,2012,207151,562,278.72,10.2,Medium
780,Armenia,Potatoes,2013,215290,562,278.72,11.08,Medium
781,Armenia,Wheat,1992,21600,562,8,7.44,Low
782,Armenia,Wheat,1993,22257,562,8,7.69,Low
783,Armenia,Wheat,1994,17842,562,23,8.84,Low
784,Armenia,Wheat,1995,25480,562,23.9,9.76,Low
785,Armenia,Wheat,1996,23569,562,32,9.55,Low
786,Armenia,Wheat,1997,17009,562,41.46,9.1,Low
787,Armenia,Wheat,1998,20651,562,50.92,10.28,Low
788,Armenia,Wheat,1999,19466,562,60.38,10.11,Low
789,Armenia,Wheat,2000,16679,562,69.85,9.68,Low
790,Armenia,Wheat,2001,22263,562,79.31,10.18,Low
791,Armenia,Wheat,2002,23877,562,88.77,9.41,Low
792,Armenia,Wheat,2004,23416,562,204.77,9.55,Low
793,Armenia,Wheat,2005,20252,562,220.51,9.58,Low
794,Armenia,Wheat,2006,14627,562,227.55,9.89,Low
795,Armenia,Wheat,2007,25837,562,241.71,9.44,Low
796,Armenia,Wheat,2008,24322,562,218.2,9.51,Low
797,Armenia,Wheat,2009,22374,562,198.36,9.67,Low
798,Armenia,Wheat,2010,21192,562,278.72,11.31,Low
799,Armenia,Wheat,2011,28800,562,278.72,8.93,Low
800,Armenia,Wheat,2012,26010,562,278.72,10.2,Low
801,Armenia,Wheat,2013,31273,562,278.72,11.08,Low
802,Australia,Maize,1990,41821,534,17866,16.8,Low
803,Australia,Maize,1990,41821,534,17866,20.06,Low
804,Australia,Maize,1990,41821,534,17866,12.11,Low
805,Australia,Maize,1990,41821,534,17866,14.16,Low
806,Australia,Maize,1990,41821,534,17866,18.05,Low
807,Australia,Maize,1990,41821,534,17866,17.47,Low
808,Australia,Maize,1991,39938,534,17866,16.78,Low
809,Australia,Maize,1991,39938,534,17866,20.29,Low
810,Australia,Maize,1991,39938,534,17866,12.22,Low
811,Australia,Maize,1991,39938,534,17866,13.77,Low
812,Australia,Maize,1991,39938,534,17866,18.73,Low
813,Australia,Maize,1991,39938,534,17866,17.85,Low
814,Australia,Maize,1992,51721,534,22234,15.78,Low
815,Australia,Maize,1992,51721,534,22234,19.79,Low
816,Australia,Maize,1992,51721,534,22234,11.21,Low
817,Australia,Maize,1992,51721,534,22234,13.31,Low
818,Australia,Maize,1992,51721,534,22234,18.45,Low
819,Australia,Maize,1992,51721,534,22234,16.89,Low
820,Australia,Maize,1993,44261,534,23899,16.71,Low
821,Australia,Maize,1993,44261,534,23899,20.19,Low
822,Australia,Maize,1993,44261,534,23899,11.84,Low
823,Australia,Maize,1993,44261,534,23899,13.81,Low
824,Australia,Maize,1993,44261,534,23899,18.03,Low
825,Australia,Maize,1993,44261,534,23899,17.42,Low
826,Australia,Maize,1994,46620,534,21057,16.43,Low
827,Australia,Maize,1994,46620,534,21057,19.59,Low
828,Australia,Maize,1994,46620,534,21057,11.6,Low
829,Australia,Maize,1994,46620,534,21057,13.52,Low
830,Australia,Maize,1994,46620,534,21057,19.17,Low
831,Australia,Maize,1994,46620,534,21057,17.36,Low
832,Australia,Maize,1995,48263,534,25598,16.14,Low
833,Australia,Maize,1995,48263,534,25598,20.12,Low
834,Australia,Maize,1995,48263,534,25598,11.39,Low
835,Australia,Maize,1995,48263,534,25598,13.14,Low
836,Australia,Maize,1995,48263,534,25598,18.88,Low
837,Australia,Maize,1995,48263,534,25598,16.95,Low
838,Australia,Maize,1996,57689,534,31185,16.12,Low
839,Australia,Maize,1996,57689,534,31185,20.06,Low
