Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,category
Argentina,Cassava,2008,100000.0,591.0,87149.01,17.71,Low
Argentina,Cassava,2008,100000.0,591.0,87149.01,18.39,Low
Argentina,Cassava,2009,101695.0,591.0,61586.56,18.16,Low
Argentina,Cassava,2009,101695.0,591.0,61586.56,18.09,Low
Argentina,Cassava,2010,101000.0,591.0,105915.04,17.33,Low
Argentina,Cassava,2010,101000.0,591.0,105915.04,17.84,Low
Argentina,Cassava,2011,100000.0,591.0,100424.62,17.58,Low
Argentina,Cassava,2011,100000.0,591.0,100424.62,17.93,Low
Argentina,Cassava,2012,100000.0,591.0,136185.08,18.18,Low
Argentina,Cassava,2012,100000.0,591.0,136185.08,18.43,Low
Argentina,Cassava,2013,99459.0,591.0,171945.54,16.45,Low
Argentina,Cassava,2013,99459.0,591.0,171945.54,16.88,Low
Argentina,Maize,1990,34608.0,591.0,26156.0,17.46,Low
Argentina,Maize,1990,34608.0,591.0,26156.0,17.67,Low
Argentina,Maize,1991,40444.0,591.0,26156.0,17.64,Low
Argentina,Maize,1991,40444.0,591.0,26156.0,17.86,Low
Argentina,Maize,1992,45237.0,591.0,26156.0,17.09,Low
Argentina,Maize,1992,45237.0,591.0,26156.0,17.51,Low
Argentina,Maize,1993,43552.0,591.0,26156.0,17.32,Low
Argentina,Maize,1993,43552.0,591.0,26156.0,17.53,Low
Argentina,Maize,1994,42371.0,591.0,30195.0,18.17,Low
Argentina,Maize,1994,42371.0,591.0,30195.0,18.31,Low
Argentina,Maize,1995,45223.0,591.0,37842.0,17.74,Low
Argentina,Maize,1995,45223.0,591.0,37842.0,17.62,Low
Argentina,Maize,1996,40397.0,591.0,54595.0,17.64,Low
Argentina,Maize,1996,40397.0,591.0,54595.0,17.97,Low
Argentina,Maize,1997,45557.0,591.0,77691.0,18.29,Low
Argentina,Maize,1997,45557.0,591.0,77691.0,18.54,Low
Argentina,Maize,1998,60780.0,591.0,62397.0,17.23,Low
Argentina,Maize,1998,60780.0,591.0,62397.0,17.52,Low
Argentina,Maize,1999,53702.0,591.0,62831.39,17.15,Low
Argentina,Maize,1999,53702.0,591.0,62831.39,17.71,Low
Argentina,Maize,2000,54329.0,591.0,63265.78,16.98,Low
Argentina,Maize,2000,54329.0,591.0,63265.78,17.66,Low
Argentina,Maize,2001,54553.0,591.0,63700.17,17.71,Low
Argentina,Maize,2001,54553.0,591.0,63700.17,18.42,Low
Argentina,Maize,2002,60791.0,591.0,64134.56,17.58,Low
Argentina,Maize,2002,60791.0,591.0,64134.56,18.07,Low
Argentina,Maize,2004,63931.0,591.0,65003.34,17.67,Low
Argentina,Maize,2004,63931.0,591.0,65003.34,18.11,Low
Argentina,Maize,2005,73587.0,591.0,65437.73,17.32,Low
Argentina,Maize,2005,73587.0,591.0,65437.73,17.83,Low
Argentina,Maize,2006,59030.0,591.0,65872.12,18.1,Low
Argentina,Maize,2006,59030.0,591.0,65872.12,18.35,Low
Argentina,Maize,2007,76655.0,591.0,81582.64,16.71,Low
Argentina,Maize,2007,76655.0,591.0,81582.64,17.14,Low
Argentina,Maize,2008,64525.0,591.0,87149.01,17.71,Low
Argentina,Maize,2008,64525.0,591.0,87149.01,18.39,Low
Argentina,Maize,2009,55760.0,591.0,61586.56,18.16,Low
Argentina,Maize,2009,55760.0,591.0,61586.56,18.09,Low
Argentina,Maize,2010,78040.0,591.0,105915.04,17.33,Low
Argentina,Maize,2010,78040.0,591.0,105915.04,17.84,Low
Argentina,Maize,2011,63503.0,591.0,100424.62,17.58,Low
Argentina,Maize,2011,63503.0,591.0,100424.62,17.93,Low
Argentina,Maize,2012,57346.0,591.0,136185.08,18.18,Low
Argentina,Maize,2012,57346.0,591.0,136185.08,18.43,Low
Argentina,Maize,2013,66037.0,591.0,171945.54,16.45,Low
Argentina,Maize,2013,66037.0,591.0,171945.54,16.88,Low
Argentina,Potatoes,1990,202747.0,591.0,26156.0,17.46,Medium
Argentina,Potatoes,1990,202747.0,591.0,26156.0,17.67,Medium
Argentina,Potatoes,1991,205692.0,591.0,26156.0,17.64,Medium
Argentina,Potatoes,1991,205692.0,591.0,26156.0,17.86,Medium
Argentina,Potatoes,1992,199039.0,591.0,26156.0,17.09,Medium
Argentina,Potatoes,1992,199039.0,591.0,26156.0,17.51,Medium
Argentina,Potatoes,1993,210314.0,591.0,26156.0,17.32,Medium
Argentina,Potatoes,1993,210314.0,591.0,26156.0,17.53,Medium
Argentina,Potatoes,1994,230166.0,591.0,30195.0,18.17,Medium
Argentina,Potatoes,1994,230166.0,591.0,30195.0,18.31,Medium
Argentina,Potatoes,1995,274272.0,591.0,37842.0,17.74,Medium
Argentina,Potatoes,1995,274272.0,591.0,37842.0,17.62,Medium
Argentina,Potatoes,1996,228877.0,591.0,54595.0,17.64,Medium
Argentina,Potatoes,1996,228877.0,591.0,54595.0,17.97,Medium
Argentina,Potatoes,1997,268502.0,591.0,77691.0,18.29,Medium
Argentina,Potatoes,1997,268502.0,591.0,77691.0,18.54,Medium
Argentina,Potatoes,1998,293744.0,591.0,62397.0,17.23,Medium
Argentina,Potatoes,1998,293744.0,591.0,62397.0,17.52,Medium
Argentina,Potatoes,1999,238938.0,591.0,62831.39,17.15,Medium
Argentina,Potatoes,1999,238938.0,591.0,62831.39,17.71,Medium
Argentina,Potatoes,2000,277566.0,591.0,63265.78,16.98,Medium
Argentina,Potatoes,2000,277566.0,591.0,63265.78,17.66,Medium
Argentina,Potatoes,2001,283768.0,591.0,63700.17,17.71,Medium
Argentina,Potatoes,2001,283768.0,591.0,63700.17,18.42,Medium
Argentina,Potatoes,2002,251347.0,591.0,64134.56,17.58,Medium
Argentina,Potatoes,2002,251347.0,591.0,64134.56,18.07,Medium
Argentina,Potatoes,2004,288717.0,591.0,65003.34,17.67,Medium
Argentina,Potatoes,2004,288717.0,591.0,65003.34,18.11,Medium
Argentina,Potatoes,2005,283917.0,591.0,65437.73,17.32,Medium
Argentina,Potatoes,2005,283917.0,591.0,65437.73,17.83,Medium
Argentina,Potatoes,2006,285828.0,591.0,65872.12,18.1,Medium
Argentina,Potatoes,2006,285828.0,591.0,65872.12,18.35,Medium
Argentina,Potatoes,2007,286765.0,591.0,81582.64,16.71,Medium
Argentina,Potatoes,2007,286765.0,591.0,81582.64,17.14,Medium
Argentina,Potatoes,2008,279412.0,591.0,87149.01,17.71,Medium
Argentina,Potatoes,2008,279412.0,591.0,87149.01,18.39,Medium
Argentina,Potatoes,2009,284439.0,591.0,61586.56,18.16,Medium
Argentina,Potatoes,2009,284439.0,591.0,61586.56,18.09,Medium
Argentina,Potatoes,2010,289849.0,591.0,105915.04,17.33,Medium
Argentina,Potatoes,2010,289849.0,591.0,105915.04,17.84,Medium
Argentina,Potatoes,2011,286657.0,591.0,100424.62,17.58,Medium
Argentina,Potatoes,2011,286657.0,591.0,100424.62,17.93,Medium
Argentina,Potatoes,2012,287821.0,591.0,136185.08,18.18,Medium
Argentina,Potatoes,2012,287821.0,591.0,136185.08,18.43,Medium
Argentina,Potatoes,2013,288984.0,591.0,171945.54,16.45,Medium
Argentina,Potatoes,2013,288984.0,591.0,171945.54,16.88,Medium
Argentina,"Rice, paddy",1990,36709.0,591.0,26156.0,17.46,Low
Argentina,"Rice, paddy",1990,36709.0,591.0,26156.0,17.67,Low
Argentina,"Rice, paddy",1991,40294.0,591.0,26156.0,17.64,Low
Argentina,"Rice, paddy",1991,40294.0,591.0,26156.0,17.86,Low
Argentina,"Rice, paddy",1992,52075.0,591.0,26156.0,17.09,Low
Argentina,"Rice, paddy",1992,52075.0,591.0,26156.0,17.51,Low
Argentina,"Rice, paddy",1993,43559.0,591.0,26156.0,17.32,Low
Argentina,"Rice, paddy",1993,43559.0,591.0,26156.0,17.53,Low
Argentina,"Rice, paddy",1994,42989.0,591.0,30195.0,18.17,Low
Argentina,"Rice, paddy",1994,42989.0,591.0,30195.0,18.31,Low
Argentina,"Rice, paddy",1995,50306.0,591.0,37842.0,17.74,Low
Argentina,"Rice, paddy",1995,50306.0,591.0,37842.0,17.62,Low
Argentina,"Rice, paddy",1996,51031.0,591.0,54595.0,17.64,Low
Argentina,"Rice, paddy",1996,51031.0,591.0,54595.0,17.97,Low
Argentina,"Rice, paddy",1997,53703.0,591.0,77691.0,18.29,Low
Argentina,"Rice, paddy",1997,53703.0,591.0,77691.0,18.54,Low
Argentina,"Rice, paddy",1998,47762.0,591.0,62397.0,17.23,Low
Argentina,"Rice, paddy",1998,47762.0,591.0,62397.0,17.52,Low
Argentina,"Rice, paddy",1999,57337.0,591.0,62831.39,17.15,Low
Argentina,"Rice, paddy",1999,57337.0,591.0,62831.39,17.71,Low
Argentina,"Rice, paddy",2000,47798.0,591.0,63265.78,16.98,Low
Argentina,"Rice, paddy",2000,47798.0,591.0,63265.78,17.66,Low
Argentina,"Rice, paddy",2001,57495.0,591.0,63700.17,17.71,Low
Argentina,"Rice, paddy",2001,57495.0,591.0,63700.17,18.42,Low
Argentina,"Rice, paddy",2002,57197.0,591.0,64134.56,17.58,Low
Argentina,"Rice, paddy",2002,57197.0,591.0,64134.56,18.07,Low
Argentina,"Rice, paddy",2004,62661.0,591.0,65003.34,17.67,Low
Argentina,"Rice, paddy",2004,62661.0,591.0,65003.34,18.11,Low
Argentina,"Rice, paddy",2005,60165.0,591.0,65437.73,17.32,Low
Argentina,"Rice, paddy",2005,60165.0,591.0,65437.73,17.83,Low
Argentina,"Rice, paddy",2006,70610.0,591.0,65872.12,18.1,Low
Argentina,"Rice, paddy",2006,70610.0,591.0,65872.12,18.35,Low
Argentina,"Rice, paddy",2007,65604.0,591.0,81582.64,16.71,Low
Argentina,"Rice, paddy",2007,65604.0,591.0,81582.64,17.14,Low
Argentina,"Rice, paddy",2008,68278.0,591.0,87149.01,17.71,Low
Argentina,"Rice, paddy",2008,68278.0,591.0,87149.01,18.39,Low
Argentina,"Rice, paddy",2009,68842.0,591.0,61586.56,18.16,Low
Argentina,"Rice, paddy",2009,68842.0,591.0,61586.56,18.09,Low
Argentina,"Rice, paddy",2010,57646.0,591.0,105915.04,17.33,Low
Argentina,"Rice, paddy",2010,57646.0,591.0,105915.04,17.84,Low
Argentina,"Rice, paddy",2011,67901.0,591.0,100424.62,17.58,Low
Argentina,"Rice, paddy",2011,67901.0,591.0,100424.62,17.93,Low
Argentina,"Rice, paddy",2012,66617.0,591.0,136185.08,18.18,Low
Argentina,"Rice, paddy",2012,66617.0,591.0,136185.08,18.43,Low
Argentina,"Rice, paddy",2013,67187.0,591.0,171945.54,16.45,Low
Argentina,"Rice, paddy",2013,67187.0,591.0,171945.54,16.88,Low
Argentina,Sorghum,1990,28116.0,591.0,26156.0,17.46,Low
Argentina,Sorghum,1990,28116.0,591.0,26156.0,17.67,Low
Argentina,Sorghum,1991,33320.0,591.0,26156.0,17.64,Low
Argentina,Sorghum,1991,33320.0,591.0,26156.0,17.86,Low
Argentina,Sorghum,1992,36217.0,591.0,26156.0,17.09,Low
Argentina,Sorghum,1992,36217.0,591.0,26156.0,17.51,Low
Argentina,Sorghum,1993,39529.0,591.0,26156.0,17.32,Low
Argentina,Sorghum,1993,39529.0,591.0,26156.0,17.53,Low
Argentina,Sorghum,1994,35065.0,591.0,30195.0,18.17,Low
Argentina,Sorghum,1994,35065.0,591.0,30195.0,18.31,Low
Argentina,Sorghum,1995,34588.0,591.0,37842.0,17.74,Low
Argentina,Sorghum,1995,34588.0,591.0,37842.0,17.62,Low
Argentina,Sorghum,1996,38763.0,591.0,54595.0,17.64,Low
Argentina,Sorghum,1996,38763.0,591.0,54595.0,17.97,Low
Argentina,Sorghum,1997,36845.0,591.0,77691.0,18.29,Low
Argentina,Sorghum,1997,36845.0,591.0,77691.0,18.54,Low
Argentina,Sorghum,1998,48105.0,591.0,62397.0,17.23,Low
Argentina,Sorghum,1998,48105.0,591.0,62397.0,17.52,Low
Argentina,Sorghum,1999,43845.0,591.0,62831.39,17.15,Low
Argentina,Sorghum,1999,43845.0,591.0,62831.39,17.71,Low
Argentina,Sorghum,2000,46477.0,591.0,63265.78,16.98,Low
Argentina,Sorghum,2000,46477.0,591.0,63265.78,17.66,Low
Argentina,Sorghum,2001,47429.0,591.0,63700.17,17.71,Low
Argentina,Sorghum,2001,47429.0,591.0,63700.17,18.42,Low
Argentina,Sorghum,2002,52691.0,591.0,64134.56,17.58,Low
Argentina,Sorghum,2002,52691.0,591.0,64134.56,18.07,Low
Argentina,Sorghum,2004,45531.0,591.0,65003.34,17.67,Low
Argentina,Sorghum,2004,45531.0,591.0,65003.34,18.11,Low
Argentina,Sorghum,2005,51872.0,591.0,65437.73,17.32,Low
Argentina,Sorghum,2005,51872.0,591.0,65437.73,17.83,Low
Argentina,Sorghum,2006,46778.0,591.0,65872.12,18.1,Low
Argentina,Sorghum,2006,46778.0,591.0,65872.12,18.35,Low
Argentina,Sorghum,2007,47021.0,591.0,81582.64,16.71,Low
Argentina,Sorghum,2007,47021.0,591.0,81582.64,17.14,Low
Argentina,Sorghum,2008,47474.0,591.0,87149.01,17.71,Low
Argentina,Sorghum,2008,47474.0,591.0,87149.01,18.39,Low
Argentina,Sorghum,2009,38752.0,591.0,61586.56,18.16,Low
Argentina,Sorghum,2009,38752.0,591.0,61586.56,18.09,Low
Argentina,Sorghum,2010,48163.0,591.0,105915.04,17.33,Low
Argentina,Sorghum,2010,48163.0,591.0,105915.04,17.84,Low
Argentina,Sorghum,2011,44029.0,591.0,100424.62,17.58,Low
Argentina,Sorghum,2011,44029.0,591.0,100424.62,17.93,Low
Argentina,Sorghum,2012,46534.0,591.0,136185.08,18.18,Low
Argentina,Sorghum,2012,46534.0,591.0,136185.08,18.43,Low
Argentina,Sorghum,2013,40852.0,591.0,171945.54,16.45,Low
Argentina,Sorghum,2013,40852.0,591.0,171945.54,16.88,Low
Argentina,Soybeans,1990,21566.0,591.0,26156.0,17.46,Low
Argentina,Soybeans,1990,21566.0,591.0,26156.0,17.67,Low
Argentina,Soybeans,1991,22750.0,591.0,26156.0,17.64,Low
Argentina,Soybeans,1991,22750.0,591.0,26156.0,17.86,Low
Argentina,Soybeans,1992,22915.0,591.0,26156.0,17.09,Low
Argentina,Soybeans,1992,22915.0,591.0,26156.0,17.51,Low
Argentina,Soybeans,1993,21589.0,591.0,26156.0,17.32,Low
Argentina,Soybeans,1993,21589.0,591.0,26156.0,17.53,Low
Argentina,Soybeans,1994,20386.0,591.0,30195.0,18.17,Low
Argentina,Soybeans,1994,20386.0,591.0,30195.0,18.31,Low
Argentina,Soybeans,1995,20446.0,591.0,37842.0,17.74,Low
Argentina,Soybeans,1995,20446.0,591.0,37842.0,17.62,Low
Argentina,Soybeans,1996,21051.0,591.0,54595.0,17.64,Low
Argentina,Soybeans,1996,21051.0,591.0,54595.0,17.97,Low
Argentina,Soybeans,1997,17212.0,591.0,77691.0,18.29,Low
Argentina,Soybeans,1997,17212.0,591.0,77691.0,18.54,Low
Argentina,Soybeans,1998,26937.0,591.0,62397.0,17.23,Low
Argentina,Soybeans,1998,26937.0,591.0,62397.0,17.52,Low
Argentina,Soybeans,1999,24450.0,591.0,62831.39,17.15,Low
Argentina,Soybeans,1999,24450.0,591.0,62831.39,17.71,Low
Argentina,Soybeans,2000,23312.0,591.0,63265.78,16.98,Low
Argentina,Soybeans,2000,23312.0,591.0,63265.78,17.66,Low
Argentina,Soybeans,2001,25846.0,591.0,63700.17,17.71,Low
Argentina,Soybeans,2001,25846.0,591.0,63700.17,18.42,Low
Argentina,Soybeans,2002,26304.0,591.0,64134.56,17.58,Low
Argentina,Soybeans,2002,26304.0,591.0,64134.56,18.07,Low
Argentina,Soybeans,2004,22075.0,591.0,65003.34,17.67,Low
Argentina,Soybeans,2004,22075.0,591.0,65003.34,18.11,Low
Argentina,Soybeans,2005,27287.0,591.0,65437.73,17.32,Low
Argentina,Soybeans,2005,27287.0,591.0,65437.73,17.83,Low
Argentina,Soybeans,2006,26793.0,591.0,65872.12,18.1,Low
Argentina,Soybeans,2006,26793.0,591.0,65872.12,18.35,Low
Argentina,Soybeans,2007,29712.0,591.0,81582.64,16.71,Low
Argentina,Soybeans,2007,29712.0,591.0,81582.64,17.14,Low
Argentina,Soybeans,2008,28216.0,591.0,87149.01,17.71,Low
Argentina,Soybeans,2008,28216.0,591.0,87149.01,18.39,Low
Argentina,Soybeans,2009,18480.0,591.0,61586.56,18.16,Low
Argentina,Soybeans,2009,18480.0,591.0,61586.56,18.09,Low
Argentina,Soybeans,2010,29053.0,591.0,105915.04,17.33,Low
Argentina,Soybeans,2010,29053.0,591.0,105915.04,17.84,Low
Argentina,Soybeans,2011,26053.0,591.0,100424.62,17.58,Low
Argentina,Soybeans,2011,26053.0,591.0,100424.62,17.93,Low
Argentina,Soybeans,2012,22814.0,591.0,136185.08,18.18,Low
Argentina,Soybeans,2012,22814.0,591.0,136185.08,18.43,Low
Argentina,Soybeans,2013,25391.0,591.0,171945.54,16.45,Low
Argentina,Soybeans,2013,25391.0,591.0,171945.54,16.88,Low
Argentina,Sweet potatoes,1990,131864.0,591.0,26156.0,17.46,Low
Argentina,Sweet potatoes,1990,131864.0,591.0,26156.0,17.67,Low
Argentina,Sweet potatoes,1991,131364.0,591.0,26156.0,17.64,Low
Argentina,Sweet potatoes,1991,131364.0,591.0,26156.0,17.86,Low
Argentina,Sweet potatoes,1992,127273.0,591.0,26156.0,17.09,Low
Argentina,Sweet potatoes,1992,127273.0,591.0,26156.0,17.51,Low
Argentina,Sweet potatoes,1993,122955.0,591.0,26156.0,17.32,Low
Argentina,Sweet potatoes,1993,122955.0,591.0,26156.0,17.53,Low
Argentina,Sweet potatoes,1994,176667.0,591.0,30195.0,18.17,Medium
Argentina,Sweet potatoes,1994,176667.0,591.0,30195.0,18.31,Medium
Argentina,Sweet potatoes,1995,168000.0,591.0,37842.0,17.74,Medium
Argentina,Sweet potatoes,1995,168000.0,591.0,37842.0,17.62,Medium
Argentina,Sweet potatoes,1996,170000.0,591.0,54595.0,17.64,Medium
Argentina,Sweet potatoes,1996,170000.0,591.0,54595.0,17.97,Medium
Argentina,Sweet potatoes,1997,145662.0,591.0,77691.0,18.29,Low
Argentina,Sweet potatoes,1997,145662.0,591.0,77691.0,18.54,Low
Argentina,Sweet potatoes,1998,175055.0,591.0,62397.0,17.23,Medium
Argentina,Sweet potatoes,1998,175055.0,591.0,62397.0,17.52,Medium
Argentina,Sweet potatoes,1999,143991.0,591.0,62831.39,17.15,Low
Argentina,Sweet potatoes,1999,143991.0,591.0,62831.39,17.71,Low
Argentina,Sweet potatoes,2000,151462.0,591.0,63265.78,16.98,Low
Argentina,Sweet potatoes,2000,151462.0,591.0,63265.78,17.66,Low
Argentina,Sweet potatoes,2001,155212.0,591.0,63700.17,17.71,Low
Argentina,Sweet potatoes,2001,155212.0,591.0,63700.17,18.42,Low
Argentina,Sweet potatoes,2002,155890.0,591.0,64134.56,17.58,Low
Argentina,Sweet potatoes,2002,155890.0,591.0,64134.56,18.07,Low
Argentina,Sweet potatoes,2004,154867.0,591.0,65003.34,17.67,Low
Argentina,Sweet potatoes,2004,154867.0,591.0,65003.34,18.11,Low
Argentina,Sweet potatoes,2005,154472.0,591.0,65437.73,17.32,Low
Argentina,Sweet potatoes,2005,154472.0,591.0,65437.73,17.83,Low
Argentina,Sweet potatoes,2006,143478.0,591.0,65872.12,18.1,Low
Argentina,Sweet potatoes,2006,143478.0,591.0,65872.12,18.35,Low
Argentina,Sweet potatoes,2007,141667.0,591.0,81582.64,16.71,Low
Argentina,Sweet potatoes,2007,141667.0,591.0,81582.64,17.14,Low
Argentina,Sweet potatoes,2008,145105.0,591.0,87149.01,17.71,Low
Argentina,Sweet potatoes,2008,145105.0,591.0,87149.01,18.39,Low
Argentina,Sweet potatoes,2009,151208.0,591.0,61586.56,18.16,Low
Argentina,Sweet potatoes,2009,151208.0,591.0,61586.56,18.09,Low
Argentina,Sweet potatoes,2010,149382.0,591.0,105915.04,17.33,Low
Argentina,Sweet potatoes,2010,149382.0,591.0,105915.04,17.84,Low
Argentina,Sweet potatoes,2011,148754.0,591.0,100424.62,17.58,Low
Argentina,Sweet potatoes,2011,148754.0,591.0,100424.62,17.93,Low
Argentina,Sweet potatoes,2012,148126.0,591.0,136185.08,18.18,Low
Argentina,Sweet potatoes,2012,148126.0,591.0,136185.08,18.43,Low
Argentina,Sweet potatoes,2013,147498.0,591.0,171945.54,16.45,Low
Argentina,Sweet potatoes,2013,147498.0,591.0,171945.54,16.88,Low
Argentina,Wheat,1990,18947.0,591.0,26156.0,17.46,Low
Argentina,Wheat,1990,18947.0,591.0,26156.0,17.67,Low
Argentina,Wheat,1991,18972.0,591.0,26156.0,17.64,Low
Argentina,Wheat,1991,18972.0,591.0,26156.0,17.86,Low
Argentina,Wheat,1992,21809.0,591.0,26156.0,17.09,Low
Argentina,Wheat,1992,21809.0,591.0,26156.0,17.51,Low
Argentina,Wheat,1993,23272.0,591.0,26156.0,17.32,Low
Argentina,Wheat,1993,23272.0,591.0,26156.0,17.53,Low
Argentina,Wheat,1994,20237.0,591.0,30195.0,18.17,Low
Argentina,Wheat,1994,20237.0,591.0,30195.0,18.31,Low
Argentina,Wheat,1995,21675.0,591.0,37842.0,17.74,Low
Argentina,Wheat,1995,21675.0,591.0,37842.0,17.62,Low
Argentina,Wheat,1996,19344.0,591.0,54595.0,17.64,Low
Argentina,Wheat,1996,19344.0,591.0,54595.0,17.97,Low
Argentina,Wheat,1997,22426.0,591.0,77691.0,18.29,Low
Argentina,Wheat,1997,22426.0,591.0,77691.0,18.54,Low
Argentina,Wheat,1998,26088.0,591.0,62397.0,17.23,Low
Argentina,Wheat,1998,26088.0,591.0,62397.0,17.52,Low
Argentina,Wheat,1999,23028.0,591.0,62831.39,17.15,Low
Argentina,Wheat,1999,23028.0,591.0,62831.39,17.71,Low
Argentina,Wheat,2000,24873.0,591.0,63265.78,16.98,Low
Argentina,Wheat,2000,24873.0,591.0,63265.78,17.66,Low
Argentina,Wheat,2001,24934.0,591.0,63700.17,17.71,Low
Argentina,Wheat,2001,24934.0,591.0,63700.17,18.42,Low
Argentina,Wheat,2002,22398.0,591.0,64134.56,17.58,Low
Argentina,Wheat,2002,22398.0,591.0,64134.56,18.07,Low
Argentina,Wheat,2004,25441.0,591.0,65003.34,17.67,Low
Argentina,Wheat,2004,25441.0,591.0,65003.34,18.11,Low
Argentina,Wheat,2005,26356.0,591.0,65437.73,17.32,Low
Argentina,Wheat,2005,26356.0,591.0,65437.73,17.83,Low
Argentina,Wheat,2006,25302.0,591.0,65872.12,18.1,Low
Argentina,Wheat,2006,25302.0,591.0,65872.12,18.35,Low
Argentina,Wheat,2007,26234.0,591.0,81582.64,16.71,Low
Argentina,Wheat,2007,26234.0,591.0,81582.64,17.14,Low
Argentina,Wheat,2008,28271.0,591.0,87149.01,17.71,Low
Argentina,Wheat,2008,28271.0,591.0,87149.01,18.39,Low
Argentina,Wheat,2009,19628.0,591.0,61586.56,18.16,Low
Argentina,Wheat,2009,19628.0,591.0,61586.56,18.09,Low
Argentina,Wheat,2010,27113.0,591.0,105915.04,17.33,Low
Argentina,Wheat,2010,27113.0,591.0,105915.04,17.84,Low
Argentina,Wheat,2011,35063.0,591.0,100424.62,17.58,Low
Argentina,Wheat,2011,35063.0,591.0,100424.62,17.93,Low
Argentina,Wheat,2012,32199.0,591.0,136185.08,18.18,Low
Argentina,Wheat,2012,32199.0,591.0,136185.08,18.43,Low
Argentina,Wheat,2013,26581.0,591.0,171945.54,16.45,Low
Argentina,Wheat,2013,26581.0,591.0,171945.54,16.88,Low
Armenia,Maize,1992,32344.0,562.0,8.0,7.44,Low
Armenia,Maize,1993,32261.0,562.0,8.0,7.69,Low
Armenia,Maize,1994,32667.0,562.0,23.0,8.84,Low
Armenia,Maize,1995,18261.0,562.0,23.9,9.76,Low
Armenia,Maize,1996,22239.0,562.0,32.0,9.55,Low
Armenia,Maize,1997,45548.0,562.0,41.46,9.1,Low
Armenia,Maize,1998,26082.0,562.0,50.92,10.28,Low
Armenia,Maize,1999,40303.0,562.0,60.38,10.11,Low
Armenia,Maize,2000,23178.0,562.0,69.85,9.68,Low
Armenia,Maize,2001,37913.0,562.0,79.31,10.18,Low
Armenia,Maize,2002,37380.0,562.0,88.77,9.41,Low
Armenia,Maize,2004,61791.0,562.0,204.77,9.55,Low
Armenia,Maize,2005,44692.0,562.0,220.51,9.58,Low
Armenia,Maize,2006,33271.0,562.0,227.55,9.89,Low
Armenia,Maize,2007,53262.0,562.0,241.71,9.44,Low
Armenia,Maize,2008,53424.0,562.0,218.2,9.51,Low
Armenia,Maize,2009,57763.0,562.0,198.36,9.67,Low
Armenia,Maize,2010,46724.0,562.0,278.72,11.31,Low
Armenia,Maize,2011,54257.0,562.0,278.72,8.93,Low
Armenia,Maize,2012,62215.0,562.0,278.72,10.2,Low
Armenia,Maize,2013,67114.0,562.0,278.72,11.08,Low
Armenia,Potatoes,1992,111301.0,562.0,8.0,7.44,Low
Armenia,Potatoes,1993,134416.0,562.0,8.0,7.69,Low
Armenia,Potatoes,1994,131195.0,562.0,23.0,8.84,Low
Armenia,Potatoes,1995,131196.0,562.0,23.9,9.76,Low
Armenia,Potatoes,1996,129626.0,562.0,32.0,9.55,Low
Armenia,Potatoes,1997,109362.0,562.0,41.46,9.1,Low
Armenia,Potatoes,1998,134409.0,562.0,50.92,10.28,Low
Armenia,Potatoes,1999,130618.0,562.0,60.38,10.11,Low
Armenia,Potatoes,2000,87349.0,562.0,69.85,9.68,Low
Armenia,Potatoes,2001,114619.0,562.0,79.31,10.18,Low
Armenia,Potatoes,2002,122814.0,562.0,88.77,9.41,Low
Armenia,Potatoes,2004,161509.0,562.0,204.77,9.55,Low
Armenia,Potatoes,2005,164459.0,562.0,220.51,9.58,Low
Armenia,Potatoes,2006,163418.0,562.0,227.55,9.89,Low
Armenia,Potatoes,2007,184719.0,562.0,241.71,9.44,Medium
Armenia,Potatoes,2008,189096.0,562.0,218.2,9.51,Medium
Armenia,Potatoes,2009,185496.0,562.0,198.36,9.67,Medium
Armenia,Potatoes,2010,170146.0,562.0,278.72,11.31,Medium
Armenia,Potatoes,2011,194426.0,562.0,278.72,8.93,Medium
Armenia,Potatoes,2012,207151.0,562.0,278.72,10.2,Medium
Armenia,Potatoes,2013,215290.0,562.0,278.72,11.08,Medium
Armenia,Wheat,1992,21600.0,562.0,8.0,7.44,Low
Armenia,Wheat,1993,22257.0,562.0,8.0,7.69,Low
Armenia,Wheat,1994,17842.0,562.0,23.0,8.84,Low
Armenia,Wheat,1995,25480.0,562.0,23.9,9.76,Low
Armenia,Wheat,1996,23569.0,562.0,32.0,9.55,Low
Armenia,Wheat,1997,17009.0,562.0,41.46,9.1,Low
Armenia,Wheat,1998,20651.0,562.0,50.92,10.28,Low
Armenia,Wheat,1999,19466.0,562.0,60.38,10.11,Low
Armenia,Wheat,2000,16679.0,562.0,69.85,9.68,Low
Armenia,Wheat,2001,22263.0,562.0,79.31,10.18,Low
Armenia,Wheat,2002,23877.0,562.0,88.77,9.41,Low
Armenia,Wheat,2004,23416.0,562.0,204.77,9.55,Low
Armenia,Wheat,2005,20252.0,562.0,220.51,9.58,Low
Armenia,Wheat,2006,14627.0,562.0,227.55,9.89,Low
Armenia,Wheat,2007,25837.0,562.0,241.71,9.44,Low
Armenia,Wheat,2008,24322.0,562.0,218.2,9.51,Low
Armenia,Wheat,2009,22374.0,562.0,198.36,9.67,Low
Armenia,Wheat,2010,21192.0,562.0,278.72,11.31,Low
Armenia,Wheat,2011,28800.0,562.0,278.72,8.93,Low
Armenia,Wheat,2012,26010.0,562.0,278.72,10.2,Low
